Teks,Label
Bali lumpuh total akibat banjir setelah hujan lebat pada 18 Desember 2017.,Banjir
Warga Jambi mengungsi karena banjir bandang yang menghantam pada 9 Juni 2005.,Banjir
Warga Sulawesi Utara berlindung karena banjir bandang yang merusak pada 1 Maret 2017.,Banjir
hujan lebat di Maluku memicu banjir yang menghantam ratusan rumah pada 15 Desember 2001.,Banjir
curah hujan ekstrem di Jakarta memicu banjir yang menerjang ratusan rumah pada 19 Maret 2001.,Banjir
hujan lebat di Sulawesi Selatan memicu banjir yang menghantam ratusan rumah pada 25 Desember 2007.,Banjir
Banjir besar menyapu Yogyakarta akibat hujan deras sepanjang 3 Januari 2013.,Banjir
Banjir besar merusak Kalimantan Selatan akibat hujan lebat sepanjang 7 Mei 2020.,Banjir
Warga Jakarta berlindung karena banjir bandang yang menerjang pada 13 September 2020.,Banjir
Banjir besar menghantam Yogyakarta akibat hujan lebat sepanjang 14 September 2018.,Banjir
Warga Sulawesi Utara berlindung karena banjir bandang yang menyapu pada 26 Juli 2023.,Banjir
Bangka Belitung lumpuh total akibat banjir setelah curah hujan ekstrem pada 5 Februari 2005.,Banjir
curah hujan ekstrem di Kalimantan Tengah memicu banjir yang menghantam ratusan rumah pada 15 Juni 2022.,Banjir
hujan deras di Sulawesi Tengah memicu banjir yang merusak ratusan rumah pada 15 November 2011.,Banjir
Banjir besar merusak Kalimantan Timur akibat hujan deras sepanjang 5 Juli 2015.,Banjir
Warga Banten dievakuasi karena banjir bandang yang menerjang pada 13 April 2002.,Banjir
hujan deras di Sumatera Selatan memicu banjir yang menerjang ratusan rumah pada 28 Maret 2008.,Banjir
Warga Papua Barat berlindung karena banjir bandang yang merusak pada 16 Juli 2016.,Banjir
Banjir besar merusak Riau akibat hujan lebat sepanjang 16 Juni 2020.,Banjir
Jawa Tengah lumpuh total akibat banjir setelah badai hujan pada 26 November 2010.,Banjir
Banjir besar menghantam Sulawesi Barat akibat curah hujan ekstrem sepanjang 11 Januari 2009.,Banjir
Warga Kalimantan Selatan menyelamatkan diri karena banjir bandang yang menghantam pada 24 Mei 2010.,Banjir
Warga Papua Barat menyelamatkan diri karena banjir bandang yang menyapu pada 24 Juli 2008.,Banjir
Kalimantan Utara lumpuh total akibat banjir setelah curah hujan ekstrem pada 6 Januari 2018.,Banjir
hujan lebat di Jambi memicu banjir yang menerjang ratusan rumah pada 14 Maret 2005.,Banjir
Banjir besar menyapu Yogyakarta akibat hujan lebat sepanjang 2 April 2021.,Banjir
hujan deras di Bengkulu memicu banjir yang menghantam ratusan rumah pada 28 Maret 2014.,Banjir
Warga Jambi dievakuasi karena banjir bandang yang menyapu pada 24 Oktober 2006.,Banjir
Banten lumpuh total akibat banjir setelah hujan deras pada 5 Juni 2001.,Banjir
Banjir besar merusak Kepulauan Riau akibat badai hujan sepanjang 9 Februari 2022.,Banjir
Sumatera Utara lumpuh total akibat banjir setelah hujan deras pada 11 Juli 2007.,Banjir
Warga Sulawesi Selatan menyelamatkan diri karena banjir bandang yang merusak pada 15 November 2013.,Banjir
hujan lebat di Kalimantan Utara memicu banjir yang menerjang ratusan rumah pada 17 Maret 2022.,Banjir
Banjir besar menghantam Sulawesi Barat akibat badai hujan sepanjang 9 November 2001.,Banjir
Warga Gorontalo mengungsi karena banjir bandang yang menyapu pada 26 April 2012.,Banjir
Nusa Tenggara Timur lumpuh total akibat banjir setelah hujan deras pada 22 September 2022.,Banjir
curah hujan ekstrem di Riau memicu banjir yang menyapu ratusan rumah pada 2 April 2018.,Banjir
Sulawesi Tenggara lumpuh total akibat banjir setelah hujan deras pada 14 November 2017.,Banjir
Banjir besar menerjang Nusa Tenggara Barat akibat curah hujan ekstrem sepanjang 28 Juni 2016.,Banjir
Banjir besar menghantam Aceh akibat hujan deras sepanjang 25 Juni 2010.,Banjir
Banjir besar merusak Sumatera Barat akibat hujan lebat sepanjang 23 Juni 2016.,Banjir
Banjir besar menghantam Sulawesi Tenggara akibat curah hujan ekstrem sepanjang 5 Maret 2003.,Banjir
Banjir besar menerjang Nusa Tenggara Barat akibat curah hujan ekstrem sepanjang 5 November 2008.,Banjir
hujan lebat di Sulawesi Tenggara memicu banjir yang menghantam ratusan rumah pada 16 Januari 2021.,Banjir
Jakarta lumpuh total akibat banjir setelah badai hujan pada 17 Agustus 2004.,Banjir
Warga Jawa Tengah dievakuasi karena banjir bandang yang menyapu pada 7 September 2022.,Banjir
Banjir besar menyapu Jambi akibat badai hujan sepanjang 5 September 2009.,Banjir
Banjir besar menghantam Sulawesi Utara akibat badai hujan sepanjang 10 Juni 2002.,Banjir
Banjir besar menyapu Sumatera Selatan akibat hujan deras sepanjang 7 Oktober 2023.,Banjir
Banjir besar menyapu Maluku akibat badai hujan sepanjang 20 Juni 2003.,Banjir
Warga Papua Barat mengungsi karena banjir bandang yang merusak pada 15 Februari 2019.,Banjir
curah hujan ekstrem di Nusa Tenggara Timur memicu banjir yang merusak ratusan rumah pada 27 Juni 2006.,Banjir
Bangka Belitung lumpuh total akibat banjir setelah badai hujan pada 21 Maret 2013.,Banjir
Warga Papua Barat berlindung karena banjir bandang yang menerjang pada 18 Agustus 2021.,Banjir
Jambi lumpuh total akibat banjir setelah hujan deras pada 15 November 2014.,Banjir
Banjir besar merusak Maluku akibat hujan deras sepanjang 18 Februari 2022.,Banjir
hujan deras di Gorontalo memicu banjir yang menerjang ratusan rumah pada 27 Mei 2022.,Banjir
Banjir besar menerjang Jambi akibat hujan deras sepanjang 27 Mei 2012.,Banjir
hujan lebat di Sumatera Selatan memicu banjir yang menyapu ratusan rumah pada 9 Februari 2005.,Banjir
Banjir besar menerjang Jawa Barat akibat badai hujan sepanjang 5 Juli 2019.,Banjir
badai hujan di Kalimantan Tengah memicu banjir yang menghantam ratusan rumah pada 25 Januari 2009.,Banjir
curah hujan ekstrem di Nusa Tenggara Barat memicu banjir yang menghantam ratusan rumah pada 16 Juni 2019.,Banjir
Banjir besar merusak Lampung akibat curah hujan ekstrem sepanjang 20 September 2006.,Banjir
Banjir besar merusak Bangka Belitung akibat hujan deras sepanjang 14 November 2017.,Banjir
Warga Jawa Tengah menyelamatkan diri karena banjir bandang yang menyapu pada 8 Mei 2000.,Banjir
Banjir besar menyapu Sumatera Selatan akibat hujan deras sepanjang 19 Juli 2014.,Banjir
Banjir besar menghantam Kalimantan Utara akibat hujan lebat sepanjang 14 Desember 2023.,Banjir
Maluku Utara lumpuh total akibat banjir setelah curah hujan ekstrem pada 25 Agustus 2010.,Banjir
Banjir besar menyapu Jawa Timur akibat badai hujan sepanjang 4 Juni 2005.,Banjir
Banjir besar menghantam Kalimantan Utara akibat hujan deras sepanjang 8 Februari 2014.,Banjir
hujan lebat di Maluku memicu banjir yang merusak ratusan rumah pada 20 Maret 2000.,Banjir
Banjir besar menyapu Bangka Belitung akibat hujan lebat sepanjang 25 Oktober 2023.,Banjir
Kalimantan Utara lumpuh total akibat banjir setelah hujan lebat pada 6 Oktober 2013.,Banjir
Bengkulu lumpuh total akibat banjir setelah badai hujan pada 28 Desember 2016.,Banjir
curah hujan ekstrem di Sumatera Utara memicu banjir yang menerjang ratusan rumah pada 20 Desember 2000.,Banjir
hujan deras di Nusa Tenggara Barat memicu banjir yang menerjang ratusan rumah pada 1 November 2020.,Banjir
Warga Nusa Tenggara Timur dievakuasi karena banjir bandang yang merusak pada 9 Desember 2016.,Banjir
Warga Sumatera Utara mengungsi karena banjir bandang yang menghantam pada 7 Maret 2008.,Banjir
hujan deras di Gorontalo memicu banjir yang menerjang ratusan rumah pada 8 Juni 2022.,Banjir
hujan deras di Kalimantan Barat memicu banjir yang menerjang ratusan rumah pada 9 Mei 2007.,Banjir
Jawa Timur lumpuh total akibat banjir setelah hujan lebat pada 25 September 2018.,Banjir
hujan lebat di Bengkulu memicu banjir yang menyapu ratusan rumah pada 14 Desember 2007.,Banjir
Maluku lumpuh total akibat banjir setelah hujan deras pada 5 Mei 2011.,Banjir
Warga Papua mengungsi karena banjir bandang yang menghantam pada 18 September 2010.,Banjir
Sulawesi Tenggara lumpuh total akibat banjir setelah hujan deras pada 25 April 2006.,Banjir
Banjir besar menghantam Bangka Belitung akibat hujan lebat sepanjang 2 September 2010.,Banjir
Riau lumpuh total akibat banjir setelah badai hujan pada 25 Juni 2022.,Banjir
Warga Sulawesi Utara berlindung karena banjir bandang yang menerjang pada 23 Februari 2004.,Banjir
hujan lebat di Riau memicu banjir yang menghantam ratusan rumah pada 12 Mei 2006.,Banjir
Warga Nusa Tenggara Barat menyelamatkan diri karena banjir bandang yang menyapu pada 1 Oktober 2009.,Banjir
hujan deras di Gorontalo memicu banjir yang merusak ratusan rumah pada 4 Oktober 2022.,Banjir
hujan deras di Sumatera Barat memicu banjir yang menyapu ratusan rumah pada 15 Oktober 2019.,Banjir
Kalimantan Selatan lumpuh total akibat banjir setelah hujan lebat pada 12 Agustus 2018.,Banjir
curah hujan ekstrem di Sulawesi Selatan memicu banjir yang menerjang ratusan rumah pada 23 Agustus 2014.,Banjir
hujan lebat di Bali memicu banjir yang menghantam ratusan rumah pada 16 Juli 2013.,Banjir
Maluku Utara lumpuh total akibat banjir setelah hujan deras pada 9 Agustus 2015.,Banjir
Warga Gorontalo mengungsi karena banjir bandang yang menyapu pada 24 April 2022.,Banjir
Jambi lumpuh total akibat banjir setelah curah hujan ekstrem pada 2 Agustus 2020.,Banjir
Banjir besar merusak Yogyakarta akibat curah hujan ekstrem sepanjang 16 November 2022.,Banjir
Banjir besar menghantam Kalimantan Barat akibat hujan lebat sepanjang 12 Februari 2010.,Banjir
Kalimantan Tengah lumpuh total akibat banjir setelah hujan deras pada 25 April 2001.,Banjir
Sumatera Utara lumpuh total akibat banjir setelah hujan deras pada 5 Oktober 2000.,Banjir
badai hujan di Sulawesi Tenggara memicu banjir yang menghantam ratusan rumah pada 4 Juni 2021.,Banjir
Yogyakarta lumpuh total akibat banjir setelah hujan deras pada 1 Juni 2003.,Banjir
hujan lebat di Kepulauan Riau memicu banjir yang menghantam ratusan rumah pada 26 Maret 2016.,Banjir
Sumatera Selatan lumpuh total akibat banjir setelah hujan deras pada 26 Januari 2014.,Banjir
hujan lebat di Lampung memicu banjir yang menerjang ratusan rumah pada 17 Juni 2006.,Banjir
Warga Bangka Belitung dievakuasi karena banjir bandang yang merusak pada 1 Februari 2013.,Banjir
hujan deras di Papua memicu banjir yang merusak ratusan rumah pada 9 Agustus 2008.,Banjir
Jakarta lumpuh total akibat banjir setelah curah hujan ekstrem pada 14 September 2012.,Banjir
Lampung lumpuh total akibat banjir setelah hujan lebat pada 18 Juni 2014.,Banjir
hujan deras di Nusa Tenggara Timur memicu banjir yang merusak ratusan rumah pada 20 Maret 2016.,Banjir
Warga Nusa Tenggara Timur berlindung karena banjir bandang yang merusak pada 23 Februari 2016.,Banjir
Sulawesi Barat lumpuh total akibat banjir setelah hujan deras pada 22 Desember 2010.,Banjir
hujan deras di Kalimantan Tengah memicu banjir yang merusak ratusan rumah pada 7 Juni 2005.,Banjir
Banjir besar menerjang Sumatera Utara akibat hujan deras sepanjang 21 Mei 2022.,Banjir
Sumatera Selatan lumpuh total akibat banjir setelah hujan deras pada 13 April 2013.,Banjir
Warga Maluku menyelamatkan diri karena banjir bandang yang menerjang pada 5 Maret 2001.,Banjir
Bengkulu lumpuh total akibat banjir setelah hujan deras pada 2 Januari 2014.,Banjir
Nusa Tenggara Barat lumpuh total akibat banjir setelah hujan deras pada 6 April 2018.,Banjir
hujan deras di Nusa Tenggara Barat memicu banjir yang merusak ratusan rumah pada 15 Juli 2004.,Banjir
Lampung lumpuh total akibat banjir setelah hujan lebat pada 23 Juni 2016.,Banjir
Warga Kalimantan Selatan berlindung karena banjir bandang yang merusak pada 20 Januari 2003.,Banjir
Kalimantan Utara lumpuh total akibat banjir setelah hujan lebat pada 1 Januari 2018.,Banjir
Jambi lumpuh total akibat banjir setelah hujan lebat pada 15 Maret 2017.,Banjir
Jawa Timur lumpuh total akibat banjir setelah badai hujan pada 16 Juli 2016.,Banjir
hujan lebat di Kalimantan Selatan memicu banjir yang merusak ratusan rumah pada 19 Juni 2011.,Banjir
Kalimantan Utara lumpuh total akibat banjir setelah badai hujan pada 18 September 2011.,Banjir
hujan deras di Gorontalo memicu banjir yang merusak ratusan rumah pada 14 Juni 2021.,Banjir
Yogyakarta lumpuh total akibat banjir setelah badai hujan pada 7 Februari 2016.,Banjir
Banjir besar menghantam Sulawesi Selatan akibat badai hujan sepanjang 23 November 2004.,Banjir
Banjir besar menerjang Jawa Timur akibat hujan lebat sepanjang 5 Maret 2013.,Banjir
Banjir besar merusak Papua Barat akibat badai hujan sepanjang 19 Oktober 2018.,Banjir
hujan lebat di Banten memicu banjir yang menerjang ratusan rumah pada 4 Desember 2003.,Banjir
Sulawesi Tenggara lumpuh total akibat banjir setelah curah hujan ekstrem pada 14 Maret 2015.,Banjir
Warga Kalimantan Selatan menyelamatkan diri karena banjir bandang yang menerjang pada 19 Januari 2002.,Banjir
Kalimantan Utara lumpuh total akibat banjir setelah badai hujan pada 13 Juli 2013.,Banjir
Bengkulu lumpuh total akibat banjir setelah badai hujan pada 19 September 2019.,Banjir
Banjir besar merusak Jawa Tengah akibat badai hujan sepanjang 14 Februari 2020.,Banjir
Banjir besar menerjang Bali akibat hujan deras sepanjang 2 Oktober 2016.,Banjir
Banjir besar menerjang Kalimantan Tengah akibat curah hujan ekstrem sepanjang 3 Juli 2022.,Banjir
hujan lebat di Jakarta memicu banjir yang merusak ratusan rumah pada 27 Agustus 2009.,Banjir
Banjir besar menerjang Bali akibat badai hujan sepanjang 20 Desember 2001.,Banjir
Bali lumpuh total akibat banjir setelah curah hujan ekstrem pada 4 November 2005.,Banjir
Banjir besar menerjang Bangka Belitung akibat badai hujan sepanjang 26 Agustus 2021.,Banjir
Bengkulu lumpuh total akibat banjir setelah hujan deras pada 2 Desember 2018.,Banjir
Warga Maluku menyelamatkan diri karena banjir bandang yang merusak pada 16 Mei 2001.,Banjir
Warga Nusa Tenggara Barat berlindung karena banjir bandang yang menghantam pada 23 Oktober 2018.,Banjir
Warga Riau mengungsi karena banjir bandang yang menerjang pada 27 April 2013.,Banjir
Kalimantan Selatan lumpuh total akibat banjir setelah hujan lebat pada 3 Desember 2017.,Banjir
hujan deras di Bangka Belitung memicu banjir yang menyapu ratusan rumah pada 27 Agustus 2000.,Banjir
Banjir besar menerjang Sulawesi Selatan akibat hujan lebat sepanjang 24 Maret 2005.,Banjir
Sulawesi Barat lumpuh total akibat banjir setelah curah hujan ekstrem pada 20 Mei 2003.,Banjir
Banjir besar merusak Papua Barat akibat curah hujan ekstrem sepanjang 10 Maret 2012.,Banjir
Warga Sulawesi Tengah berlindung karena banjir bandang yang merusak pada 14 Juni 2010.,Banjir
Banjir besar menerjang Kalimantan Timur akibat hujan deras sepanjang 5 Januari 2009.,Banjir
Banjir besar menerjang Sumatera Selatan akibat hujan deras sepanjang 11 September 2004.,Banjir
curah hujan ekstrem di Sumatera Selatan memicu banjir yang merusak ratusan rumah pada 18 September 2022.,Banjir
Banjir besar menghantam Sulawesi Barat akibat curah hujan ekstrem sepanjang 6 Mei 2018.,Banjir
Gorontalo lumpuh total akibat banjir setelah badai hujan pada 26 Januari 2008.,Banjir
Jambi lumpuh total akibat banjir setelah curah hujan ekstrem pada 3 November 2019.,Banjir
curah hujan ekstrem di Maluku memicu banjir yang menyapu ratusan rumah pada 16 Agustus 2011.,Banjir
Warga Papua berlindung karena banjir bandang yang merusak pada 13 Januari 2008.,Banjir
curah hujan ekstrem di Kalimantan Selatan memicu banjir yang merusak ratusan rumah pada 18 Februari 2017.,Banjir
curah hujan ekstrem di Maluku Utara memicu banjir yang menerjang ratusan rumah pada 13 September 2003.,Banjir
Banjir besar merusak Nusa Tenggara Barat akibat badai hujan sepanjang 15 November 2014.,Banjir
Warga Bangka Belitung mengungsi karena banjir bandang yang menghantam pada 16 April 2015.,Banjir
Banjir besar menerjang Jambi akibat hujan lebat sepanjang 19 September 2007.,Banjir
hujan deras di Jakarta memicu banjir yang menghantam ratusan rumah pada 28 Maret 2000.,Banjir
Warga Jawa Barat mengungsi karena banjir bandang yang menghantam pada 5 April 2011.,Banjir
Warga Sulawesi Utara berlindung karena banjir bandang yang menyapu pada 23 Agustus 2007.,Banjir
Banjir besar menerjang Sulawesi Utara akibat hujan deras sepanjang 14 April 2020.,Banjir
Warga Papua Barat berlindung karena banjir bandang yang menyapu pada 22 Oktober 2003.,Banjir
Papua lumpuh total akibat banjir setelah hujan deras pada 19 Mei 2020.,Banjir
curah hujan ekstrem di Kepulauan Riau memicu banjir yang menerjang ratusan rumah pada 4 Oktober 2006.,Banjir
Warga Kalimantan Tengah mengungsi karena banjir bandang yang menyapu pada 16 Juni 2013.,Banjir
Warga Jambi mengungsi karena banjir bandang yang menghantam pada 21 September 2004.,Banjir
Aceh lumpuh total akibat banjir setelah badai hujan pada 5 Juni 2004.,Banjir
hujan lebat di Jawa Tengah memicu banjir yang menerjang ratusan rumah pada 9 Juni 2001.,Banjir
Banjir besar menerjang Kalimantan Timur akibat badai hujan sepanjang 12 Oktober 2009.,Banjir
Warga Maluku berlindung karena banjir bandang yang menyapu pada 6 Oktober 2011.,Banjir
hujan lebat di Kalimantan Barat memicu banjir yang menerjang ratusan rumah pada 7 Juni 2006.,Banjir
Jawa Barat lumpuh total akibat banjir setelah hujan lebat pada 1 Desember 2013.,Banjir
Warga Riau dievakuasi karena banjir bandang yang merusak pada 22 September 2008.,Banjir
Banjir besar menerjang Gorontalo akibat badai hujan sepanjang 25 Juni 2009.,Banjir
badai hujan di Jawa Timur memicu banjir yang menerjang ratusan rumah pada 16 Desember 2010.,Banjir
curah hujan ekstrem di Sumatera Selatan memicu banjir yang merusak ratusan rumah pada 5 Februari 2014.,Banjir
Banjir besar merusak Bali akibat curah hujan ekstrem sepanjang 3 Februari 2023.,Banjir
badai hujan di Bali memicu banjir yang menerjang ratusan rumah pada 23 Maret 2022.,Banjir
Warga Jambi mengungsi karena banjir bandang yang menghantam pada 11 Januari 2007.,Banjir
hujan deras di Kalimantan Timur memicu banjir yang merusak ratusan rumah pada 3 Oktober 2022.,Banjir
badai hujan di Sulawesi Tengah memicu banjir yang merusak ratusan rumah pada 3 November 2020.,Banjir
Warga Papua mengungsi karena banjir bandang yang merusak pada 26 Februari 2006.,Banjir
hujan deras di Sumatera Selatan memicu banjir yang menghantam ratusan rumah pada 18 Juni 2003.,Banjir
Banjir besar menyapu Lampung akibat curah hujan ekstrem sepanjang 14 April 2003.,Banjir
hujan lebat di Papua memicu banjir yang menerjang ratusan rumah pada 12 Mei 2002.,Banjir
Warga Sumatera Barat mengungsi karena banjir bandang yang menyapu pada 25 Desember 2000.,Banjir
curah hujan ekstrem di Aceh memicu banjir yang menghantam ratusan rumah pada 25 November 2000.,Banjir
Warga Bengkulu menyelamatkan diri karena banjir bandang yang merusak pada 5 Juni 2018.,Banjir
hujan lebat di Sumatera Selatan memicu banjir yang menghantam ratusan rumah pada 2 Juli 2008.,Banjir
Banjir besar menghantam Jambi akibat curah hujan ekstrem sepanjang 7 Oktober 2023.,Banjir
Banjir besar merusak Kalimantan Selatan akibat hujan deras sepanjang 26 Juni 2008.,Banjir
Sulawesi Tengah lumpuh total akibat banjir setelah badai hujan pada 14 November 2016.,Banjir
Kalimantan Utara lumpuh total akibat banjir setelah curah hujan ekstrem pada 4 Oktober 2010.,Banjir
hujan deras di Jawa Tengah memicu banjir yang menerjang ratusan rumah pada 20 Februari 2017.,Banjir
hujan deras di Nusa Tenggara Barat memicu banjir yang menyapu ratusan rumah pada 8 Agustus 2023.,Banjir
Banjir besar menerjang Bali akibat hujan deras sepanjang 4 Januari 2021.,Banjir
Banjir besar menerjang Maluku Utara akibat badai hujan sepanjang 26 Februari 2007.,Banjir
Warga Kalimantan Utara berlindung karena banjir bandang yang menghantam pada 3 Januari 2008.,Banjir
Nusa Tenggara Timur lumpuh total akibat banjir setelah hujan deras pada 11 Februari 2012.,Banjir
Warga Banten dievakuasi karena banjir bandang yang menyapu pada 26 April 2008.,Banjir
Jambi lumpuh total akibat banjir setelah badai hujan pada 19 Maret 2008.,Banjir
Kalimantan Utara lumpuh total akibat banjir setelah hujan deras pada 21 November 2021.,Banjir
Sumatera Selatan lumpuh total akibat banjir setelah hujan lebat pada 22 Oktober 2002.,Banjir
Warga Kalimantan Timur menyelamatkan diri karena banjir bandang yang merusak pada 3 Oktober 2004.,Banjir
Warga Jawa Barat dievakuasi karena banjir bandang yang menerjang pada 5 Juli 2004.,Banjir
Papua Barat lumpuh total akibat banjir setelah curah hujan ekstrem pada 18 Juli 2014.,Banjir
badai hujan di Kalimantan Barat memicu banjir yang menghantam ratusan rumah pada 17 Juli 2022.,Banjir
curah hujan ekstrem di Papua Barat memicu banjir yang menerjang ratusan rumah pada 8 September 2000.,Banjir
Warga Maluku Utara berlindung karena banjir bandang yang menyapu pada 7 Mei 2008.,Banjir
hujan deras di Sulawesi Tengah memicu banjir yang menghantam ratusan rumah pada 9 Desember 2005.,Banjir
hujan deras di Jakarta memicu banjir yang menyapu ratusan rumah pada 20 April 2000.,Banjir
curah hujan ekstrem di Jambi memicu banjir yang menyapu ratusan rumah pada 13 Juli 2008.,Banjir
Banjir besar menyapu Kalimantan Timur akibat hujan deras sepanjang 1 Januari 2020.,Banjir
Warga Kalimantan Utara mengungsi karena banjir bandang yang menerjang pada 22 September 2005.,Banjir
Bali lumpuh total akibat banjir setelah hujan lebat pada 12 Desember 2002.,Banjir
hujan lebat di Bali memicu banjir yang merusak ratusan rumah pada 5 April 2015.,Banjir
Warga Nusa Tenggara Barat berlindung karena banjir bandang yang merusak pada 22 Januari 2014.,Banjir
Warga Kalimantan Barat menyelamatkan diri karena banjir bandang yang menerjang pada 21 Maret 2020.,Banjir
Kalimantan Barat lumpuh total akibat banjir setelah curah hujan ekstrem pada 17 Juli 2014.,Banjir
badai hujan di Sulawesi Tenggara memicu banjir yang menerjang ratusan rumah pada 19 Desember 2018.,Banjir
Banjir besar menyapu Kalimantan Barat akibat badai hujan sepanjang 4 September 2018.,Banjir
Kalimantan Barat lumpuh total akibat banjir setelah badai hujan pada 1 November 2011.,Banjir
Warga Bangka Belitung menyelamatkan diri karena banjir bandang yang menghantam pada 10 Juli 2010.,Banjir
Warga Sulawesi Utara dievakuasi karena banjir bandang yang menyapu pada 18 September 2012.,Banjir
Warga Bali mengungsi karena banjir bandang yang menghantam pada 27 Agustus 2009.,Banjir
Jawa Tengah lumpuh total akibat banjir setelah curah hujan ekstrem pada 22 Februari 2012.,Banjir
badai hujan di Kalimantan Tengah memicu banjir yang menghantam ratusan rumah pada 25 Mei 2016.,Banjir
Aceh lumpuh total akibat banjir setelah hujan lebat pada 27 Juni 2009.,Banjir
hujan lebat di Kepulauan Riau memicu banjir yang merusak ratusan rumah pada 12 Februari 2009.,Banjir
Banjir besar menerjang Sulawesi Tengah akibat badai hujan sepanjang 3 Agustus 2009.,Banjir
Warga Sulawesi Tenggara berlindung karena banjir bandang yang menghantam pada 23 Mei 2011.,Banjir
Jambi lumpuh total akibat banjir setelah badai hujan pada 10 Februari 2014.,Banjir
Yogyakarta lumpuh total akibat banjir setelah badai hujan pada 9 April 2003.,Banjir
curah hujan ekstrem di Kalimantan Timur memicu banjir yang menghantam ratusan rumah pada 6 Februari 2002.,Banjir
Warga Jakarta menyelamatkan diri karena banjir bandang yang menyapu pada 26 Oktober 2005.,Banjir
Warga Jakarta dievakuasi karena banjir bandang yang merusak pada 4 September 2007.,Banjir
Banjir besar merusak Sulawesi Tenggara akibat curah hujan ekstrem sepanjang 14 September 2005.,Banjir
Warga Sumatera Utara berlindung karena banjir bandang yang menyapu pada 2 Desember 2016.,Banjir
Banjir besar menerjang Kalimantan Timur akibat curah hujan ekstrem sepanjang 9 Oktober 2001.,Banjir
curah hujan ekstrem di Gorontalo memicu banjir yang menghantam ratusan rumah pada 19 Juni 2017.,Banjir
Papua lumpuh total akibat banjir setelah hujan deras pada 18 Februari 2005.,Banjir
Banjir besar menghantam Jawa Timur akibat badai hujan sepanjang 7 April 2020.,Banjir
Warga Kalimantan Utara mengungsi karena banjir bandang yang menerjang pada 6 Oktober 2006.,Banjir
hujan lebat di Sulawesi Selatan memicu banjir yang menyapu ratusan rumah pada 12 September 2008.,Banjir
Banjir besar merusak Yogyakarta akibat badai hujan sepanjang 2 April 2001.,Banjir
curah hujan ekstrem di Maluku memicu banjir yang merusak ratusan rumah pada 23 Maret 2001.,Banjir
Banjir besar menyapu Gorontalo akibat curah hujan ekstrem sepanjang 26 Desember 2014.,Banjir
Warga Jambi menyelamatkan diri karena banjir bandang yang menghantam pada 28 Agustus 2008.,Banjir
Kalimantan Tengah lumpuh total akibat banjir setelah badai hujan pada 28 Maret 2020.,Banjir
Banjir besar merusak Jawa Barat akibat curah hujan ekstrem sepanjang 12 Mei 2004.,Banjir
hujan deras di Gorontalo memicu banjir yang merusak ratusan rumah pada 10 Maret 2016.,Banjir
Warga Sulawesi Tenggara mengungsi karena banjir bandang yang merusak pada 21 Februari 2018.,Banjir
Banjir besar menerjang Lampung akibat hujan lebat sepanjang 4 Mei 2016.,Banjir
Warga Riau berlindung karena banjir bandang yang menerjang pada 13 April 2020.,Banjir
Warga Jawa Barat mengungsi karena banjir bandang yang menghantam pada 7 Maret 2022.,Banjir
Banjir besar menghantam Sulawesi Barat akibat hujan deras sepanjang 2 Februari 2006.,Banjir
Banjir besar menyapu Kalimantan Timur akibat hujan deras sepanjang 17 April 2023.,Banjir
Nusa Tenggara Timur lumpuh total akibat banjir setelah hujan deras pada 28 Februari 2008.,Banjir
Lampung lumpuh total akibat banjir setelah hujan lebat pada 10 November 2021.,Banjir
Sulawesi Utara lumpuh total akibat banjir setelah hujan lebat pada 26 Juli 2003.,Banjir
Warga Sulawesi Tenggara mengungsi karena banjir bandang yang menghantam pada 8 Juli 2005.,Banjir
Warga Kalimantan Tengah mengungsi karena banjir bandang yang menyapu pada 12 Desember 2004.,Banjir
Sulawesi Tengah lumpuh total akibat banjir setelah hujan lebat pada 1 April 2005.,Banjir
Kalimantan Timur lumpuh total akibat banjir setelah curah hujan ekstrem pada 14 Juni 2006.,Banjir
Riau lumpuh total akibat banjir setelah badai hujan pada 20 Oktober 2003.,Banjir
Gorontalo lumpuh total akibat banjir setelah curah hujan ekstrem pada 7 Desember 2006.,Banjir
Warga Nusa Tenggara Barat berlindung karena banjir bandang yang menerjang pada 3 Februari 2004.,Banjir
Sulawesi Tengah lumpuh total akibat banjir setelah curah hujan ekstrem pada 26 Januari 2006.,Banjir
Warga Jawa Barat menyelamatkan diri karena banjir bandang yang menerjang pada 8 Oktober 2014.,Banjir
Jawa Barat lumpuh total akibat banjir setelah curah hujan ekstrem pada 18 Maret 2009.,Banjir
badai hujan di Aceh memicu banjir yang menerjang ratusan rumah pada 25 September 2003.,Banjir
Banjir besar menghantam Kalimantan Selatan akibat badai hujan sepanjang 14 Oktober 2023.,Banjir
Warga Jawa Barat dievakuasi karena banjir bandang yang menyapu pada 10 November 2015.,Banjir
Warga Jawa Barat berlindung karena banjir bandang yang menghantam pada 22 Agustus 2015.,Banjir
Sulawesi Barat lumpuh total akibat banjir setelah badai hujan pada 6 Maret 2009.,Banjir
badai hujan di Jambi memicu banjir yang menerjang ratusan rumah pada 6 Oktober 2011.,Banjir
Banjir besar menerjang Lampung akibat curah hujan ekstrem sepanjang 28 Oktober 2002.,Banjir
Warga Aceh dievakuasi karena banjir bandang yang menghantam pada 9 Desember 2012.,Banjir
Sumatera Utara lumpuh total akibat banjir setelah curah hujan ekstrem pada 17 Januari 2011.,Banjir
